Id,SalePrice
1751,237534.729132
1752,108170.750835
1753,157749.014218
1754,197555.904775
1755,180652.120484
1756,141872.489542
1757,117540.866837
1758,147813.62915
1759,167491.671466
1760,163186.686544
1761,159793.062204
1762,181961.987793
1763,193005.678162
1764,113243.093708
1765,179665.765989
1766,190039.622076
1767,224264.555533
1768,140397.817574
1769,163405.591196
1770,153807.493849
1771,127242.003491
1772,138640.716926
1773,118833.921606
1774,159140.210806
1775,142408.836375
1776,131548.541785
1777,108926.599947
1778,145732.763061
1779,136208.870017
1780,164927.174033
1781,125720.588406
1782,77568.1842009
1783,154282.905119
1784,113622.090063
1785,139828.983611
1786,146218.482337
1787,165495.732361
1788,58909.3949996
1789,100873.679523
1790,80656.3761424
1791,202911.614925
1792,165856.716538
1793,134231.508373
1794,164649.238457
1795,137009.358398
1796,135616.464817
1797,120482.03892
1798,129066.874428
1799,98507.2322286
1800,133415.853502
1801,129641.588643
1802,123861.794798
1803,162685.267186
1804,125296.734388
1805,131757.336108
1806,119850.621722
1807,150759.554034
1808,132031.159245
1809,140153.294149
1810,138757.332838
1811,119491.536999
1812,102213.4352
1813,133450.256945
1814,97112.6636313
1815,45983.9766997
1816,107785.13777
1817,124576.702491
1818,179131.786309
1819,144012.495951
1820,44206.7258597
1821,116901.532562
1822,158588.452846
1823,39022.2101716
1824,141747.760882
1825,148037.061324
1826,114568.573532
1827,104003.454664
1828,142959.327463
1829,129110.864005
1830,154473.831411
1831,155387.581514
1832,45811.8654757
1833,151395.307688
1834,124450.001872
1835,125635.485099
1836,128868.492521
1837,83201.7759914
1838,127483.797158
1839,103927.973575
1840,156867.292088
1841,135234.966741
1842,81744.7829196
1843,144704.297289
1844,150783.240978
1845,151138.682621
1846,160286.28537
1847,180175.067596
1848,41455.2429128
1849,117949.331275
1850,112295.340877
1851,147741.073772
1852,114573.597214
1853,124217.454605
1854,164590.161922
1855,160303.539837
1856,228644.105007
1857,155772.5527
1858,145399.266837
1859,110818.049154
1860,147955.123549
1861,114810.187246
1862,300105.43781
1863,286673.032327
1864,286713.031229
1865,363867.85757
1866,343917.341408
1867,212152.947994
1868,287685.888047
1869,205339.148356
1870,217703.818764
1871,263530.899766
1872,180719.033534
1873,249964.574672
1874,140481.364798
1875,185544.73501
1876,203553.010402
1877,208113.666892
1878,201461.035925
1879,141489.917255
1880,123673.106642
1881,244236.75387
1882,238520.643408
1883,184235.861437
1884,200957.159088
1885,237319.773432
1886,286777.990238
1887,219927.972558
1888,255873.430827
1889,178456.357626
1890,111255.674478
1891,106828.201413
1892,100708.957509
1893,131897.112542
1894,125035.709609
1895,140469.9052
1896,125409.205425
1897,122240.148287
1898,104866.44782
1899,173769.257405
1900,162748.263432
1901,187809.927239
1902,174125.569487
1903,216687.803452
1904,162133.76578
1905,202677.29522
1906,164376.204715
1907,236397.908463
1908,103605.009605
1909,124296.669827
1910,115714.54572
1911,227123.548313
1912,319389.957299
1913,172678.377875
1914,55624.7039788
1915,344777.796865
1916,52017.2976734
1917,230753.736965
1918,135987.960539
1919,160936.594029
1920,163785.515104
1921,393537.154887
1922,344847.59782
1923,239121.408276
1924,240218.758934
1925,205941.751203
1926,379220.976937
1927,129727.07296
1928,177664.889441
1929,116705.122013
1930,127519.167407
1931,128774.717851
1932,132013.926779
1933,210542.565641
1934,187050.361157
1935,173831.297705
1936,210842.190227
1937,182819.977353
1938,171985.558264
1939,266731.478344
1940,198726.495097
1941,170774.94687
1942,170545.964751
1943,236344.436785
1944,380503.065497
1945,409421.341997
1946,146202.771614
1947,155582.923114
1948,198856.598803
1949,252821.101004
1950,186072.643244
1951,251953.725333
1952,209808.667394
1953,185783.003184
1954,186021.760561
1955,138787.570882
1956,283399.985723
1957,156667.477525
1958,261288.351741
1959,141166.269477
1960,97417.499016
1961,124148.81506
1962,95335.6170234
1963,107642.122044
1964,107633.73887
1965,133519.101283
1966,130198.416536
1967,311551.093023
1968,415403.323074
1969,390794.367371
1970,397175.35694
1971,452022.175555
1972,368182.156876
1973,298306.998377
1974,337785.407226
1975,530234.598039
1976,278837.730802
1977,365548.182124
1978,346601.653392
1979,321681.270615
1980,210655.840073
1981,352376.22889
1982,213435.983239
1983,199515.487163
1984,178524.575267
1985,227821.40713
1986,202811.713015
1987,202206.307583
1988,177304.41173
1989,193322.743554
1990,211793.995326
1991,230322.692324
1992,227689.79521
1993,170733.147625
1994,229167.974308
1995,187396.134098
1996,294375.133151
1997,331319.506012
1998,325346.151817
1999,320994.909043
2000,323569.751804
2001,307769.576293
2002,247086.17684
2003,249511.548464
2004,284387.036951
2005,229164.700133
2006,221032.878062
2007,241658.546781
2008,234422.007952
2009,211749.506056
2010,197230.825373
2011,136392.865775
2012,180893.272777
2013,184927.58741
2014,191916.09467
2015,225453.882362
2016,199472.992867
2017,201586.846095
2018,109441.933731
2019,133224.562888
2020,81896.199641
2021,95829.3671662
2022,208773.443058
2023,144727.45638
2024,296573.691585
2025,369486.427131
2026,163386.531176
2027,156624.809158
2028,151701.286926
2029,171630.283862
2030,251647.025243
2031,224741.842726
2032,247025.114605
2033,241638.806251
2034,168942.402763
2035,234439.121852
2036,200128.878784
2037,212984.058754
2038,317469.736496
2039,233020.931412
2040,326176.013262
2041,316520.799279
2042,210188.325233
2043,181060.787879
2044,176352.507228
2045,207272.187451
2046,151869.493001
2047,139670.267244
2048,139534.3002
2049,145044.97672
2050,165851.345706
2051,102367.471063
2052,116413.559902
2053,144325.429214
2054,86932.4589114
2055,170263.568869
2056,139628.805753
2057,98534.419421
2058,224002.363133
2059,130999.014879
2060,180727.311705
2061,170225.771664
2062,124978.602669
2063,113653.284337
2064,141340.445437
2065,79488.566622
2066,176974.315983
2067,112678.829446
2068,157661.420505
2069,79617.3731033
2070,115391.75437
2071,102608.143357
2072,153291.584219
2073,122371.340538
2074,180137.858245
2075,170377.194717
2076,116495.144996
2077,167649.995465
2078,133837.660529
2079,129843.995663
2080,120697.652034
2081,114543.58838
2082,139732.614201
2083,155058.315409
2084,102147.499839
2085,109551.347839
2086,105649.887368
2087,114724.54741
2088,106347.850019
2089,72819.6901792
2090,122024.204398
2091,109428.406433
2092,133009.629687
2093,141263.925477
2094,119575.990879
2095,168291.944634
2096,84741.6666001
2097,92205.1364553
2098,153675.398711
2099,37910.7893483
2100,54494.7470006
2101,117489.817121
2102,120594.028193
2103,108527.650702
2104,145372.6365
2105,139381.812459
2106,48753.1734333
2107,198383.52148
2108,116746.816876
2109,110338.84062
2110,118373.852115
2111,134346.805648
2112,143599.34092
2113,118879.606081
2114,121716.129319
2115,161145.277708
2116,116543.095864
2117,150896.992487
2118,126401.270686
2119,126434.251835
2120,95727.4890221
2121,95655.0114493
2122,125199.340615
2123,83108.3660853
2124,166473.165999
2125,133368.639386
2126,172779.410152
2127,169869.503685
2128,131970.697948
2129,58400.0474571
2130,142445.455648
2131,136776.236779
2132,116779.010062
2133,128486.872787
2134,127826.222206
2135,94563.9079638
2136,81516.3617848
2137,111139.582906
2138,131832.403436
2139,141420.660351
2140,140993.539844
2141,165925.940356
2142,132538.852073
2143,156529.665588
2144,143001.007435
2145,145805.207858
2146,188866.880444
2147,146068.598262
2148,124019.340461
2149,142482.044042
2150,240409.105302
2151,124512.140242
2152,174889.297029
2153,181634.638545
2154,99767.3261387
2155,140282.893532
2156,262024.915622
2157,237708.395636
2158,247935.657286
2159,217621.242959
2160,196764.22537
2161,226148.600654
2162,372220.267477
2163,357393.120575
2164,253651.72292
2165,202863.857636
2166,156082.320906
2167,226435.956671
2168,194598.26545
2169,196221.157963
2170,217256.652644
2171,157643.90634
2172,132334.946658
2173,183462.08099
2174,223368.699886
2175,277390.636917
2176,310309.596563
2177,243738.834653
2178,213464.30278
2179,129134.996117
2180,224986.045862
2181,196406.629593
2182,221048.74358
2183,190909.317039
2184,120845.251075
2185,128023.969061
2186,151561.762581
2187,143933.866619
2188,152545.584392
2189,327289.225772
2190,74409.1907016
2191,53350.1364752
2192,78251.8475785
2193,127306.261072
2194,102059.970392
2195,100340.97605
2196,108575.378517
2197,121692.303661
2198,160787.782669
2199,179174.880729
2200,157126.650809
2201,161507.842548
2202,205709.220628
2203,153193.805509
2204,193997.733154
2205,131266.278578
2206,154004.592149
2207,236760.610223
2208,254985.628771
2209,277720.571991
2210,121483.110807
2211,120803.53406
2212,123682.664216
2213,107628.017091
2214,140692.61674
2215,100804.142103
2216,159716.510301
2217,72400.9528319
2218,71325.4282525
2219,51326.4381266
2220,30098.0319616
2221,345524.819818
2222,299278.848558
2223,294261.186618
2224,208763.42257
2225,123657.152735
2226,189251.647511
2227,191660.026646
2228,283975.833767
2229,254442.230707
2230,154372.383964
2231,220012.414834
2232,185049.028636
2233,196635.496144
2234,249353.327073
2235,230392.783947
2236,250186.422303
2237,308533.737178
2238,202369.18716
2239,96244.6327529
2240,149753.545965
2241,156284.16431
2242,124499.199753
2243,124672.58674
2244,101348.820811
2245,114968.93552
2246,143368.370284
2247,125109.037885
2248,123867.49068
2249,116042.357362
2250,125768.868684
2251,128064.74262
2252,194884.404977
2253,157768.109156
2254,178067.811116
2255,187584.397182
2256,168173.074627
2257,208678.000071
2258,148480.512592
2259,178914.027796
2260,138888.445611
2261,216623.949638
2262,232427.753135
2263,382052.584904
2264,485006.18325
2265,188464.463971
2266,317266.491629
2267,386275.317698
2268,440963.044802
2269,152051.120959
2270,191268.138405
2271,215115.909882
2272,204912.581483
2273,151362.534082
2274,186100.126538
2275,168048.129694
2276,198597.288073
2277,181837.290037
2278,148671.866674
2279,132918.937751
2280,105229.678084
2281,148186.220723
2282,167027.19519
2283,113713.243713
2284,127184.338304
2285,139555.800159
2286,120733.28791
2287,385797.455494
2288,294646.55673
2289,355912.035168
2290,439134.09182
2291,349813.274528
2292,416605.525446
2293,464332.05417
2294,397511.246758
2295,462319.536396
2296,288241.724423
2297,382701.813107
2298,372827.455517
2299,358612.008302
2300,326382.049898
2301,333171.27362
2302,258237.050555
2303,245219.512286
2304,263180.930116
2305,209448.206095
2306,197484.370665
2307,204437.868315
2308,226219.66525
2309,299975.121958
2310,213720.79979
2311,209334.664148
2312,194087.416852
2313,172268.329297
2314,189391.571354
2315,188496.894466
2316,204460.132304
2317,197991.457305
2318,190287.492795
2319,192771.713605
2320,182492.406982
2321,234998.35236
2322,196289.017907
2323,205201.409574
2324,182189.128809
2325,213377.995475
2326,176002.512186
2327,201059.641425
2328,222234.628128
2329,191616.943869
2330,183412.791407
2331,349021.579614
2332,385850.784571
2333,324346.135397
2334,284625.421078
2335,307171.376144
2336,323166.383767
2337,198369.422815
2338,254620.183586
2339,217662.567536
2340,392165.342391
2341,215333.423697
2342,226787.409487
2343,227237.102454
2344,210632.811113
2345,228418.580109
2346,215567.688881
2347,206623.754258
2348,248713.08366
2349,206259.373215
2350,313969.447381
2351,287468.995328
2352,241330.363603
2353,254657.456677
2354,158750.370445
2355,148189.138694
2356,154842.739131
2357,191605.527692
2358,201877.906517
2359,124866.742564
2360,109662.697248
2361,152340.800362
2362,265031.554782
2363,138940.243068
2364,160470.729939
2365,197004.357059
2366,191426.587263
2367,210875.785397
2368,219528.640489
2369,208779.956139
2370,170043.22534
2371,162551.089671
2372,194248.903835
2373,283729.719443
2374,307918.169901
2375,241298.811892
2376,301953.222126
2377,336194.409514
2378,151359.299598
2379,219824.538544
2380,144847.51792
2381,179012.671611
2382,202829.658297
2383,192336.123948
2384,236044.20356
2385,154952.146635
2386,136253.532133
2387,124140.558399
2388,104414.337719
2389,115439.092941
2390,157600.213044
2391,146284.143303
2392,117849.92032
2393,174711.803612
2394,149662.418192
2395,208434.31624
2396,134637.779785
2397,218588.317269
2398,134658.529941
2399,66930.2046384
2400,59212.6597412
2401,133589.624974
2402,138637.06282
2403,146681.662486
2404,156618.519233
2405,156403.478276
2406,142181.940394
2407,121510.044315
2408,133007.044874
2409,107879.209229
2410,180128.150875
2411,113524.65147
2412,162623.641783
2413,123571.114147
2414,174990.435555
2415,139343.486169
2416,126530.140968
2417,135334.077044
2418,137110.402975
2419,129841.246107
2420,126524.206915
2421,139054.291776
2422,110859.763133
2423,132688.394917
2424,151170.041647
2425,228032.000706
2426,146491.315261
2427,137812.513223
2428,190318.372841
2429,100082.125756
2430,126971.346663
2431,103172.78257
2432,158942.645469
2433,157038.672733
2434,147823.097377
2435,170656.598375
2436,115738.632619
2437,89744.9022785
2438,115697.013026
2439,94990.2294479
2440,124589.481703
2441,94115.8294715
2442,91988.835233
2443,139511.735085
2444,143026.48931
2445,82132.6891526
2446,146123.057109
2447,193900.758876
2448,137474.308356
2449,110797.245825
2450,158158.166723
2451,128147.941651
2452,205815.13951
2453,90661.407538
2454,127412.292113
2455,124279.553711
2456,141863.441228
2457,151168.198848
2458,141314.123313
2459,123387.584051
2460,146488.035492
2461,127635.559096
2462,131548.207732
2463,128116.059734
2464,190584.924606
2465,141944.101592
2466,124501.21095
2467,117795.215382
2468,96882.4918063
2469,94632.9094172
2470,212042.934607
2471,217257.192801
2472,176148.46779
2473,116151.299211
2474,79851.3229647
2475,209535.971562
2476,103762.558439
2477,121889.535567
2478,157786.957648
2479,104720.68341
2480,165453.856797
2481,129675.356766
2482,114169.178322
2483,104545.786804
2484,124076.941194
2485,125338.695916
2486,171123.421546
2487,213343.990112
2488,162154.25599
2489,162030.331767
2490,148906.595499
2491,93926.1167863
2492,188817.167052
2493,160103.247419
2494,155867.494943
2495,76361.3946761
2496,229693.273832
2497,158101.799136
2498,109928.676463
2499,87461.0193946
2500,117063.599978
2501,139342.210788
2502,151136.335338
2503,113603.110582
2504,196064.470655
2505,232540.016328
2506,251051.791489
2507,276102.214633
2508,247762.556721
2509,215140.636656
2510,208867.98549
2511,172557.145196
2512,216186.941426
2513,222387.694172
2514,374584.79864
2515,165276.843884
2516,176881.734101
2517,153652.206369
2518,151403.069423
2519,251515.752683
2520,227142.317873
2521,188324.423702
2522,223781.243197
2523,115891.729527
2524,142367.191718
2525,149200.018327
2526,157755.47922
2527,122889.153867
2528,147169.512789
2529,76639.6723939
2530,123556.299198
2531,261867.758959
2532,221021.078972
2533,199115.749461
2534,250006.208474
2535,278144.250095
2536,236497.400228
2537,259999.539593
2538,191899.108708
2539,182453.252946
2540,188913.05757
2541,178548.183283
2542,168761.110868
2543,114927.17613
2544,117776.539693
2545,141765.260024
2546,119501.03943
2547,137368.805654
2548,162294.644122
2549,163846.012066
2550,686287.998032
2551,136791.915663
2552,131016.849591
2553,59291.2850654
2554,81272.1862355
2555,110188.110447
2556,91484.6547525
2557,99464.5256936
2558,182440.475891
2559,163788.296968
2560,168260.844113
2561,155090.263656
2562,166274.145499
2563,157433.390987
2564,197364.106704
2565,169000.005292
2566,182090.038278
2567,145246.181986
2568,232785.019005
2569,246524.379603
2570,113717.005193
2571,209682.363281
2572,155734.092964
2573,239611.326964
2574,330217.242629
2575,134851.321366
2576,157745.19655
2577,143823.664823
2578,71769.7817824
2579,38419.1390614
2580,103895.491362
2581,126181.969983
2582,114577.855566
2583,287050.592353
2584,180500.674157
2585,190559.945196
2586,216548.578908
2587,204994.937778
2588,141982.422924
2589,144745.571969
2590,197199.280568
2591,246029.538076
2592,218083.427224
2593,258271.466131
2594,174205.009519
2595,210922.9107
2596,296178.950279
2597,202195.295824
2598,285465.701551
2599,363328.817997
2600,186310.444652
2601,130149.663435
2602,75098.7118117
2603,93057.2024017
2604,84607.9678134
2605,76084.2716632
2606,140449.855382
2607,218153.435358
2608,197554.495694
2609,159754.963353
2610,105114.015277
2611,190834.170859
2612,157939.903613
2613,120275.518696
2614,109476.265156
2615,157081.784604
2616,154777.428417
2617,208082.013789
2618,209708.873659
2619,212550.132465
2620,191512.513495
2621,180083.641214
2622,183714.534005
2623,234787.73466
2624,294845.81922
2625,300195.595138
2626,170842.11641
2627,172942.058666
2628,467634.455505
2629,502088.648623
2630,385559.800725
2631,466563.560558
2632,414125.050573
2633,312400.806649
2634,429979.528636
2635,149069.88078
2636,170329.345424
2637,199921.76951
2638,275324.345514
2639,182568.309269
2640,153395.478212
2641,100762.164653
2642,168124.797387
2643,108484.458983
2644,107365.317602
2645,109288.262739
2646,95630.2362664
2647,106132.379008
2648,136865.12932
2649,146822.374792
2650,118653.090503
2651,136020.680106
2652,383556.324203
2653,257033.401132
2654,281699.213189
2655,415024.638843
2656,335192.353112
2657,371108.717176
2658,328975.494979
2659,323223.257924
2660,363176.239166
2661,370219.122074
2662,388236.762167
2663,286467.523508
2664,291885.973114
2665,326161.667547
2666,296615.955969
2667,189578.437118
2668,191748.138889
2669,194001.519366
2670,271384.731615
2671,195114.072288
2672,194778.222832
2673,196110.771921
2674,193512.045816
2675,189545.13092
2676,191197.213795
2677,203003.258315
2678,239284.858892
2679,300772.243095
2680,302518.829937
2681,402649.1582
2682,329115.855977
2683,479450.400029
2684,328509.268388
2685,326249.559201
2686,261625.090557
2687,302282.77838
2688,214379.19533
2689,210627.36584
2690,380864.041615
2691,197271.90417
2692,154135.28696
2693,212345.210782
2694,145894.905213
2695,202618.865876
2696,188090.778843
2697,189145.842911
2698,207658.843676
2699,164388.313108
2700,144080.443952
2701,143564.905357
2702,100433.178157
2703,119100.844477
2704,145207.093562
2705,110407.219394
2706,87526.1451613
2707,105301.168553
2708,142189.884937
2709,108789.017176
2710,132844.908756
2711,226625.550459
2712,401764.738653
2713,156786.020851
2714,142783.174021
2715,176005.020546
2716,132502.293835
2717,198632.137414
2718,211860.435911
2719,149799.940452
2720,178467.040918
2721,124343.873916
2722,163678.551484
2723,133399.67232
2724,128611.710151
2725,125458.345005
2726,146936.15372
2727,180900.210659
2728,181227.21024
2729,148686.662926
2730,146074.642982
2731,124679.305146
2732,144598.48213
2733,159420.896155
2734,139611.815382
2735,143150.535062
2736,139232.835427
2737,121867.090967
2738,131017.650866
2739,149767.582966
2740,136697.144181
2741,149833.558512
2742,159433.995591
2743,165298.296137
2744,168591.795283
2745,141052.586437
2746,142130.606455
2747,152695.74267
2748,117599.098814
2749,132185.715346
2750,119557.457203
2751,138318.662384
2752,209344.185833
2753,161756.826844
2754,232849.575311
2755,142849.498769
2756,97448.0901184
2757,70714.0894091
2758,90874.4859019
2759,172979.760465
2760,140345.992284
2761,146051.122819
2762,135242.254034
2763,184438.238979
2764,142778.402502
2765,277715.320555
2766,136258.860624
2767,64094.8744447
2768,133480.305629
2769,148348.640311
2770,134028.944849
2771,97263.9393238
2772,98374.8307989
2773,189737.521479
2774,154779.50731
2775,123917.631458
2776,147290.377266
2777,157968.355857
2778,106382.867766
2779,131260.112337
2780,94818.9647666
2781,89187.9719758
2782,93943.4575694
2783,110693.710407
2784,122813.318002
2785,142927.115739
2786,53369.9195199
2787,125965.311438
2788,68315.1985364
2789,174976.810707
2790,93426.6606076
2791,107635.979957
2792,77986.7574781
2793,166559.801419
2794,99316.0523947
2795,124007.578657
2796,101122.855932
2797,243494.485605
2798,116236.605926
2799,123904.605786
2800,62550.8239607
2801,112759.051906
2802,136458.322087
2803,180486.288779
2804,135164.843903
2805,103294.771479
2806,68731.044932
2807,204170.369327
2808,159685.214437
2809,126339.852407
2810,125536.475914
2811,172074.66631
2812,184576.498637
2813,160913.956919
2814,162023.302429
2815,120224.364638
2816,216769.139509
2817,146732.379889
2818,132023.03041
2819,176673.242511
2820,141076.241883
2821,117440.931582
2822,189201.068332
2823,317284.489425
2824,187016.57358
2825,166819.329762
2826,139532.006636
2827,134741.604848
2828,243716.865322
2829,206330.819707
2830,241623.937544
2831,182179.519549
2832,252739.867338
2833,318363.783389
2834,240817.743522
2835,232590.81511
2836,200013.830475
2837,156592.276644
2838,149458.698422
2839,173332.348466
2840,207778.79332
2841,202779.870575
2842,230555.888687
2843,153094.082628
2844,177354.217158
2845,118444.627202
2846,209701.593341
2847,221202.337354
2848,212753.308683
2849,201665.417081
2850,264575.944077
2851,214722.117446
2852,230414.65389
2853,235304.184362
2854,134067.297202
2855,204864.038371
2856,207054.579617
2857,190098.493577
2858,211186.619666
2859,97193.1055634
2860,142028.200803
2861,129538.396429
2862,194900.266575
2863,140395.42865
2864,268596.463622
2865,142342.271136
2866,125053.643726
2867,93123.3964227
2868,102535.531341
2869,96767.6938468
2870,118818.519382
2871,75906.2944858
2872,30273.037384
2873,90261.7480843
2874,146245.169846
2875,111058.338398
2876,156425.646179
2877,152059.532135
2878,161889.242013
2879,149539.009116
2880,102935.35068
2881,157732.744016
2882,202542.125981
2883,215130.211242
2884,197346.195569
2885,190062.632623
2886,256638.287154
2887,102616.028244
2888,147087.638333
2889,32402.9283505
2890,77661.5093266
2891,153231.421869
2892,15684.704974
2893,68221.7461939
2894,21035.137328
2895,341488.117391
2896,284732.369514
2897,229845.562879
2898,140957.934291
2899,209375.559262
2900,168050.395033
2901,237539.122315
2902,174361.385318
2903,314385.997176
2904,358559.033555
2905,84940.4381573
2906,197066.744095
2907,109998.666116
2908,115739.313784
2909,142660.151781
2910,66264.8065108
2911,70864.0412608
2912,157779.245134
2913,71056.23242
2914,63661.5631339
2915,76711.6276123
2916,77313.8422171
2917,187316.703202
2918,114270.648634
2919,224069.079411
